ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.7846142114140093 0.8124987264939894 0.9492111951112747 0.9102459171962025 0.012114763259887695 0.026937946677207947 0.838919173926115 0.9524027614072827 0.7752609252929688 0.950733699490367 0.8435736298561096 0.9731476255692542 0.9597077816724777 0.015134334564208984 0.004945874214172363 0.0023822650064950815 0.09383629603121345 0.00013677661863908532 0.9688084498047829 0.8399180769920349
1        0.7460681900382042 0.7797252111136914 0.9476100504398346 0.9197982584296818 0.008177606595887066 0.03562338650226593 0.8434912368655205 0.8870036976528703 0.7206314206123352 0.8956687928538918 0.7277153581380844 0.9777799927762577 0.955060750246048 0.0030125975608825684 0.0005622506141662598 0.0020185744185693545 0.12465004456825597 0.00012336473599061458 0.932581752538681 0.8198919296264648
2        0.8290944695472717 0.8301619527240593 0.9628105610609055 0.9368946332307089 0.047535790638490116 0.04158395528793335 0.8634815253317356 0.9557042223630887 0.7954055070877075 0.9620390747864214 0.8026197254657745 0.9538172135750452 0.9443230926990509 0.008363664150238037 0.431169331073761 0.0017436580185801688 0.084905243625267 5.8767284758063824e-05 0.962919183075428 0.8096523284912109
3        0.787641952931881 0.8061598308384419 0.9492772966623306 0.9291468757204712 0.017252010958535346 0.015339404344558716 0.8605647355318069 0.9002073362539793 0.6936250180006027 0.951319511842895 0.8632674515247345 0.9156288668513298 0.9744226187467575 0.004122734069824219 0.034199297428131104 0.0034375134547366118 0.07656955317149242 0.0005849330751417278 0.9648446917533875 0.9173579216003418
4        0.7952809602022171 0.7950334285696348 0.9333960860967636 0.9284741768797675 0.03156016021966934 0.043499186635017395 0.8552667021751403 0.9249559344773974 0.8061245679855347 0.9206377534163925 0.8061245679855347 0.9944753117859364 0.951639860868454 0.1481236219406128 0.06779325008392334 0.0010652322090115255 0.09625985088122511 3.952498868107174e-05 0.9305362105369568 0.6892346143722534
5        0.7496508599983321 0.804341581546598 0.9475207626819611 0.9187408563516596 0.04884282747904456 0.06148536503314972 0.8231436328755485 0.8741523818865891 0.6932238042354584 0.9299514065814822 0.8428394794464111 0.9720049874650107 0.9609269946813583 0.011701226234436035 0.006580650806427002 0.0016048337452361392 0.07704791412365172 5.192608579182569e-05 0.9551576574643453 0.8998055458068848
6        0.7553473104323659 0.7717645560346899 0.9368672966957092 0.9192941681107628 0.026604793965816498 0.026760295033454895 0.7922741600445339 0.9016013912928065 0.7548041641712189 0.909267038045134 0.7571237683296204 0.9789177227233138 0.9496731460094452 0.01989269256591797 0.0017700791358947754 0.005435630552252144 0.15034314032916068 0.0003467367558767243 0.9820950627326965 0.9509506821632385
7        0.7724789172410965 0.7848278080423673 0.9388689249753952 0.9236350559874584 0.0590331747251398 0.0523843914270401 0.823073536157608 0.9496786664026633 0.7669954895973206 0.959096107723127 0.789362907409668 0.9576802587934903 0.9586567282676697 0.07257091999053955 0.5535273253917694 0.004927287204386179 0.06834476254345764 0.0002802897842232037 0.9287003397941589 0.6780564785003662
8        0.78031683092316 0.8079293128103018 0.9617343097925186 0.9219085775720056 0.023706983436237672 0.00872795283794403 0.8784871896107992 0.9332721153147929 0.8096743822097778 0.9765331906909767 0.8251465857028961 0.9764600203682979 0.9620200246572495 0.043787360191345215 0.029248416423797607 0.0030431886127021365 0.0879396984059808 0.00018757009246441877 0.7880007574955622 0.3482024371623993
9        0.8377450462430716 0.8860621703788638 0.966745063662529 0.9186086074686518 0.057169049978256226 0.04052096605300903 0.9002169147133827 0.9482011791191334 0.8062746822834015 0.9898006803670469 0.9242178499698639 0.9839812163263559 0.9769964665174484 0.44201821088790894 0.013447999954223633 0.0028801484093733875 0.07668936706602184 0.00056026370382722 0.8241479247808456 0.3428111672401428
